Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
05/21/2022,636,1,29,89,119,140,95,81,60,31,21,0,341,293,2,134,66,119,217,24,76,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,2,2,3,1,8,6,5,0,10,19,0,8,0,10,11,0,0
08/22/2021,284,7,33,45,65,61,52,33,16,6,6,0,151,133,0,52,7,78,105,10,32,0,0,0,2,2,1,0,2,0,4,3,0,1,1,5,0,0,0,1,4,4,11,4,4,1,4,0,19,14,0,6,1,17,8,0,1
09/30/2022,317,1,20,51,49,32,54,56,38,25,12,0,182,133,2,82,29,94,67,15,30,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,3,1,2,5,6,0,15,5,0,3,1,8,7,0,1
09/26/2020,233,4,20,26,66,50,32,40,11,7,1,0,105,128,0,104,6,18,74,13,18,0,0,1,0,1,1,0,1,0,1,3,0,2,0,1,1,0,0,0,2,5,1,6,1,4,1,0,13,7,0,6,0,4,8,1,1
05/12/2020,940,46,123,64,176,177,181,163,92,49,38,0,492,446,2,500,12,190,127,17,94,0,0,4,2,4,10,7,19,0,12,34,0,21,2,19,4,0,0,1,11,15,8,27,25,17,19,0,61,62,0,51,3,48,16,2,3
10/01/2021,383,4,30,79,94,85,46,35,26,13,5,0,202,177,4,70,27,99,107,37,43,0,0,0,0,2,0,2,0,0,3,1,0,2,0,1,1,0,0,0,4,4,1,7,5,5,4,0,18,12,0,4,1,15,8,1,1
06/21/2021,46,3,9,11,11,9,7,1,5,2,0,0,24,22,0,12,0,17,8,1,8,0,0,0,0,1,1,1,0,0,3,0,0,1,0,2,0,0,0,0,2,2,1,3,0,1,0,0,7,2,0,1,0,6,2,0,0
10/20/2021,322,5,11,67,88,52,41,31,27,11,5,0,146,174,2,70,17,73,102,18,42,0,0,0,1,2,0,1,1,0,1,4,0,2,0,2,1,0,0,0,0,1,0,3,3,2,2,0,5,6,0,1,0,6,2,1,1
06/11/2022,530,1,27,72,102,113,86,68,44,32,13,0,318,211,1,108,43,129,139,25,86,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,4,1,1,5,4,5,6,0,12,15,0,4,2,14,7,0,0
04/22/2021,579,4,72,107,151,128,79,56,34,15,9,0,306,273,0,155,29,198,124,12,61,0,0,0,1,2,0,1,0,0,2,2,0,1,1,2,0,0,0,1,5,14,14,14,8,11,5,0,34,38,0,22,2,39,8,0,1
05/05/2022,1087,0,19,241,205,239,172,104,61,45,20,0,623,459,5,204,82,183,397,67,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,4,4,4,0,11,8,0,4,0,9,5,1,0
09/13/2020,123,3,26,12,37,30,19,13,9,3,0,0,61,62,0,43,3,16,45,5,11,0,0,0,0,0,0,1,2,0,2,1,0,1,0,2,0,0,0,2,5,3,1,6,5,2,2,0,14,12,0,11,0,4,10,1,0
02/07/2021,212,8,40,23,48,46,30,31,14,13,7,0,113,99,0,63,11,46,70,10,12,0,0,0,0,1,1,4,2,0,3,5,0,1,1,4,2,0,0,1,5,4,3,7,7,7,6,0,20,20,0,9,1,18,10,1,1
01/08/2023,236,0,30,43,45,39,20,23,29,27,10,0,140,94,2,68,14,55,71,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,7,7,6,2,0,17,13,0,5,0,13,11,0,1
10/29/2021,370,2,18,81,65,72,67,37,29,14,5,0,183,186,1,77,25,74,105,49,40,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,2,3,5,5,1,0,7,11,0,5,0,8,4,1,0
11/28/2021,493,3,61,74,103,109,85,54,39,15,14,0,249,240,4,77,16,107,174,37,82,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,2,0,0,3,3,6,7,14,16,4,8,0,26,35,0,15,3,29,12,1,1
03/04/2023,191,0,20,34,24,26,23,29,21,16,18,0,117,73,1,41,16,62,39,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,2,4,6,0,11,9,0,7,0,5,4,3,1
09/24/2022,206,2,15,27,41,36,27,24,31,12,8,0,126,80,0,40,12,68,56,8,22,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,1,0,1,1,3,2,6,0,11,4,0,1,0,8,6,0,0
04/26/2020,434,51,128,12,83,55,96,67,57,32,32,0,228,206,0,181,20,95,66,19,53,0,1,0,4,3,13,11,19,0,22,29,0,18,2,23,8,0,0,0,11,5,23,21,28,20,20,0,56,72,0,59,2,37,25,5,0
02/26/2022,106,1,7,18,21,22,12,13,9,10,1,0,49,57,0,18,8,9,44,5,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,3,0,0,3,4,0,2,0,0,5,0,0
01/20/2021,788,12,58,107,212,155,117,91,59,31,16,0,397,391,0,261,34,167,208,35,83,0,0,1,0,1,4,4,2,0,8,4,0,2,1,6,3,0,0,0,4,8,10,11,11,7,7,0,27,31,0,13,0,26,17,1,1
06/05/2020,337,17,41,33,75,70,50,51,30,18,10,0,171,165,1,198,5,56,34,11,33,0,0,0,0,3,1,9,4,0,10,7,0,5,0,7,5,0,0,0,6,5,5,8,6,9,2,0,19,22,0,17,0,15,4,2,3
02/28/2022,198,0,13,54,42,38,23,23,7,8,3,0,107,90,1,41,13,29,65,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,3,1,0,5,8,0,3,0,4,6,0,0
10/07/2022,313,2,19,58,55,42,39,43,35,24,17,0,186,126,1,72,16,118,53,9,45,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,2,3,5,8,0,9,10,0,5,1,6,4,1,2
02/03/2021,571,7,38,83,143,100,75,63,65,26,16,0,292,279,0,207,18,132,148,15,51,0,0,0,1,0,2,2,2,0,2,5,0,3,0,3,1,0,0,0,3,2,4,6,10,8,5,0,19,19,0,17,0,14,4,1,2
01/30/2021,419,12,34,76,84,78,52,54,44,20,11,0,221,198,0,164,18,81,105,13,38,0,1,0,0,2,3,3,3,0,1,11,0,6,0,4,2,0,0,0,2,3,5,4,8,7,5,0,12,22,0,12,0,15,7,0,0
06/20/2022,851,3,40,72,174,163,165,106,87,54,30,0,494,354,3,165,87,171,270,29,129,0,0,0,1,0,1,0,1,0,2,1,0,1,0,1,1,0,0,1,6,5,3,6,7,5,7,0,23,17,0,4,3,18,14,0,1
10/25/2021,363,3,34,82,78,65,51,36,26,17,8,0,189,172,2,62,11,77,130,40,43,0,0,0,0,2,1,0,0,0,0,3,0,1,0,2,0,0,0,0,2,5,1,7,9,4,6,0,20,14,0,6,2,16,9,1,0
08/11/2022,646,2,47,66,113,119,91,88,75,51,42,1,340,305,1,151,35,169,148,38,105,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,2,5,6,2,5,10,8,9,0,23,24,0,10,3,18,13,2,1
03/29/2020,283,20,128,4,30,48,54,50,50,30,17,0,129,154,0,55,12,153,43,10,10,0,1,0,1,4,4,6,4,0,3,17,0,2,2,14,2,0,0,0,5,12,25,23,25,24,14,0,56,72,0,21,3,91,10,2,1
08/01/2022,953,3,47,131,178,166,143,125,109,72,29,0,561,388,4,229,46,265,226,34,153,0,0,0,0,0,1,1,1,0,1,2,0,1,0,0,2,0,0,2,3,3,4,4,13,10,8,0,21,26,0,12,0,21,13,1,0
01/27/2022,1031,16,64,289,202,192,118,80,84,42,24,0,539,491,1,263,59,155,289,72,193,0,0,0,0,0,2,6,8,0,8,8,0,4,0,7,5,0,0,3,2,4,5,6,18,10,16,0,32,32,0,16,1,26,19,2,0
06/04/2021,75,6,16,18,18,8,10,7,9,3,2,0,37,38,0,21,1,34,11,2,6,0,0,0,1,1,0,2,2,0,4,2,0,1,0,4,1,0,0,1,1,0,1,4,7,2,0,0,5,11,0,2,0,11,1,1,1
09/06/2020,143,2,11,16,44,30,17,18,10,3,5,0,72,71,0,57,0,29,45,5,7,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2,0,3,2,2,0,7,4,0,4,0,5,2,0,0
08/16/2022,746,2,47,93,121,138,106,104,88,54,41,1,406,336,4,169,49,206,174,35,113,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,3,7,4,9,5,8,10,0,22,25,0,6,0,28,13,0,0
08/09/2021,506,4,34,95,141,108,69,40,27,20,6,0,240,263,3,107,26,126,136,24,87,0,0,1,0,2,0,0,1,0,4,0,0,0,0,3,1,0,0,1,3,7,3,5,7,4,4,0,19,15,0,9,0,19,5,1,0
03/01/2023,400,0,20,110,49,69,57,41,32,28,14,0,251,149,0,111,17,132,80,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,3,4,5,0,12,8,0,2,0,10,7,1,0
04/10/2022,320,1,7,63,50,81,49,39,16,18,4,0,190,128,2,25,17,31,168,19,60,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,2,1,0,0,1,6,0,0,1,2,3,0,1
12/10/2022,332,1,64,38,43,63,57,33,44,26,28,0,198,134,0,67,20,99,90,15,41,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4,2,5,5,9,11,14,14,0,39,25,0,9,3,31,17,2,2
05/14/2020,778,45,131,49,167,150,133,110,95,43,31,0,399,371,8,377,15,179,88,27,92,1,0,4,1,5,5,7,22,0,22,23,0,13,4,21,6,1,0,2,7,9,16,18,39,26,14,0,55,76,0,49,4,50,18,7,3
01/19/2023,415,1,25,111,53,58,39,45,53,36,20,0,229,184,2,89,14,173,86,25,28,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,5,1,4,2,5,5,2,0,14,11,0,3,0,15,7,0,0
10/28/2020,1736,9,87,213,461,402,288,192,109,50,21,0,905,823,8,742,45,270,414,73,192,0,0,0,1,2,4,2,0,0,2,7,0,3,0,4,2,0,0,4,8,8,10,14,16,14,13,0,48,39,0,21,2,36,25,3,0
01/04/2021,1878,10,87,230,475,388,304,226,137,71,47,0,988,881,9,733,77,326,472,79,191,0,0,0,0,1,2,3,4,0,4,6,0,5,1,0,4,0,0,2,6,4,7,14,17,18,19,0,42,45,0,30,4,37,15,1,0
08/29/2021,309,2,26,66,73,59,49,35,13,9,5,0,150,159,0,53,18,93,95,14,36,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,2,4,4,3,3,3,3,4,0,14,12,0,6,0,17,2,1,0
04/30/2021,550,9,52,124,118,102,66,62,48,19,11,0,309,241,0,129,16,234,92,9,70,1,0,0,2,0,2,1,3,0,4,5,0,2,0,4,3,0,0,1,6,4,5,9,9,11,7,0,28,24,0,5,1,32,12,1,1
09/30/2021,462,7,28,116,105,92,48,46,29,19,7,0,238,222,2,75,13,138,157,36,43,0,0,0,0,3,0,1,3,0,4,3,0,1,0,6,0,0,0,1,0,2,5,4,5,7,4,0,18,10,0,2,0,16,10,0,0
06/27/2020,130,5,13,11,41,21,23,14,10,7,3,0,64,66,0,46,4,36,27,5,12,0,0,0,0,0,1,2,2,0,4,1,0,1,0,3,1,0,0,1,4,0,2,1,3,0,2,0,8,5,0,8,0,4,1,0,0
07/07/2022,988,0,32,117,205,186,132,151,114,53,30,0,560,425,3,208,75,256,259,45,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,3,5,8,4,0,14,18,0,9,3,10,10,0,0
05/02/2021,230,14,49,32,46,55,24,28,29,11,5,0,129,100,1,42,13,109,43,8,15,0,0,1,0,4,2,4,3,0,7,7,0,0,0,11,3,0,0,1,5,4,4,11,15,5,4,0,27,22,0,11,3,31,4,0,0
01/24/2023,408,3,20,113,52,49,43,57,46,23,25,0,214,193,1,115,16,125,108,16,28,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,0,3,3,0,4,3,7,0,11,9,0,2,0,11,7,0,0
10/15/2021,315,1,18,88,60,61,31,28,27,10,10,0,152,161,2,62,12,66,113,27,35,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,1,4,4,4,0,6,12,0,3,1,8,6,0,0
03/30/2020,439,12,158,6,54,78,81,82,59,43,36,0,217,222,0,92,11,217,82,16,21,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,32,35,32,24,0,68,90,0,27,2,101,20,7,1
03/07/2022,167,3,12,33,36,25,24,15,20,7,7,0,88,76,3,27,12,33,46,10,39,0,0,0,0,0,1,0,2,0,2,1,0,0,0,2,1,0,0,1,1,1,0,2,2,2,3,0,4,8,0,4,0,5,3,0,0
07/04/2020,63,5,14,8,16,10,13,6,7,2,1,0,33,28,2,14,3,17,16,3,10,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,1,0,0,2,1,0,1,5,1,2,2,0,8,6,0,2,0,8,1,1,2
06/17/2020,219,21,28,18,57,33,32,30,23,13,13,0,109,109,1,107,3,49,39,5,16,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,2,3,5,5,7,0,16,12,0,6,1,17,4,0,0
02/21/2023,445,4,30,111,58,52,50,59,43,33,39,0,248,196,1,112,20,167,90,20,36,0,0,0,0,0,2,0,2,0,1,3,0,1,0,1,2,0,0,0,1,0,2,5,10,3,9,0,14,16,0,2,2,15,10,1,0
12/26/2020,955,19,78,94,234,179,155,140,89,41,23,0,506,446,3,387,29,149,252,55,83,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,2,10,5,7,12,15,16,11,0,42,36,0,24,1,33,12,6,2
06/17/2022,681,0,28,100,127,137,99,91,65,38,24,0,415,266,0,131,34,182,197,33,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,4,2,5,7,0,16,12,0,5,1,14,6,2,0
07/30/2020,339,3,17,49,78,79,48,49,25,7,4,0,174,164,1,161,13,78,63,5,19,0,0,0,1,0,0,1,1,0,2,1,0,2,0,1,0,0,0,2,1,2,2,3,1,4,2,0,11,6,0,7,1,6,3,0,0
07/26/2021,326,2,25,61,91,77,34,33,19,6,5,0,178,148,0,53,10,91,98,17,57,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,6,2,5,3,1,3,4,0,12,13,0,6,0,16,2,0,1
08/23/2021,645,2,54,124,142,141,80,66,54,26,12,0,338,307,0,160,19,171,174,27,94,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,2,5,6,4,11,13,9,4,0,30,24,0,14,0,26,11,0,3
12/23/2021,7149,18,136,984,1991,1696,1065,729,430,161,91,2,3929,3185,35,1075,234,2103,1897,617,1223,0,0,1,0,3,6,4,4,0,8,10,0,3,0,7,8,0,0,5,21,10,10,25,27,20,18,0,76,60,0,31,0,78,22,5,0
02/16/2021,213,5,33,24,65,30,43,22,17,8,4,0,113,99,1,49,11,41,78,10,24,0,0,0,0,0,1,3,1,0,1,4,0,2,0,2,1,0,0,0,2,3,3,7,7,6,5,0,23,10,0,6,0,16,9,2,0
03/18/2023,108,2,9,17,21,20,17,12,9,8,4,0,54,53,1,25,5,30,32,8,8,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,2,2,2,1,0,2,0,2,7,0,2,1,4,2,0,0
11/04/2021,495,1,25,151,100,110,53,35,28,11,7,0,272,223,0,73,13,112,158,45,94,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,2,5,7,2,5,0,11,14,0,9,0,8,5,3,0
03/15/2022,256,0,13,63,65,51,31,24,10,6,6,0,147,109,0,42,15,29,98,15,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,1,3,0,10,3,0,5,0,4,3,0,1
04/05/2022,531,1,13,122,138,120,70,43,23,13,2,0,286,245,0,78,37,66,238,33,79,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,3,0,5,0,3,0,10,3,0,2,0,9,2,0,0
06/23/2021,47,0,6,7,10,11,9,6,2,0,2,0,28,19,0,11,1,17,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,4,2,0,2,0,4,0,0,0
12/13/2022,773,2,49,159,119,110,99,104,86,54,42,0,448,325,0,215,32,237,192,29,68,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,2,4,2,2,6,8,12,13,0,21,28,0,7,2,25,13,2,0
04/12/2020,341,33,136,28,32,56,54,60,46,34,31,0,144,197,0,103,7,120,60,21,30,0,0,1,2,3,11,6,10,0,16,17,0,4,1,20,8,0,0,0,2,7,16,31,29,30,21,0,56,80,0,34,4,67,25,6,0
08/21/2020,430,5,19,60,139,88,46,54,29,11,3,0,242,186,2,229,17,56,95,12,21,0,0,0,1,1,1,1,1,0,3,2,0,4,0,0,1,0,0,1,0,1,3,5,3,3,3,0,11,8,0,11,0,5,2,1,0
01/19/2021,1083,19,69,141,264,205,168,124,91,58,32,0,549,534,0,435,44,204,280,50,70,0,0,0,0,3,5,5,6,0,5,14,0,5,2,8,4,0,0,3,4,5,6,16,9,12,14,0,32,37,0,22,3,31,10,2,1
05/04/2022,1225,1,23,261,254,268,174,136,66,45,21,0,717,507,1,210,114,211,418,63,209,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,4,1,3,1,5,6,0,11,12,0,0,1,8,10,2,2
02/20/2022,113,4,12,17,29,15,24,10,10,4,4,0,52,61,0,20,10,20,41,7,15,0,0,0,0,2,1,0,1,0,2,2,0,1,0,0,3,0,0,2,1,1,1,1,3,3,0,0,5,7,0,4,0,6,2,0,0
08/24/2022,707,3,41,100,148,138,87,88,63,51,31,1,425,279,3,209,37,172,162,43,84,0,1,0,0,0,0,1,1,0,0,3,0,0,0,1,2,0,0,1,3,2,2,4,9,5,15,0,25,16,0,9,1,17,11,3,0
08/20/2020,422,3,23,48,120,85,64,58,33,10,4,0,235,186,1,183,8,73,112,15,31,0,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,4,5,4,3,5,1,1,0,12,11,0,11,1,4,6,1,0
09/23/2020,391,6,25,49,118,89,59,38,27,6,5,0,189,196,6,167,9,48,115,23,29,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,5,4,4,3,2,2,0,17,8,0,12,0,3,8,2,0
04/28/2020,1321,56,175,68,247,231,252,247,155,69,52,0,634,687,0,693,15,280,132,61,140,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,22,40,28,29,26,0,73,102,0,70,6,62,29,8,0
09/08/2021,658,7,44,136,180,135,68,62,43,22,12,0,356,302,0,149,29,182,189,31,78,0,0,0,0,3,0,2,2,0,6,1,0,1,0,5,1,0,0,1,4,10,2,8,8,3,8,0,19,25,0,7,1,26,8,1,1
09/08/2020,369,1,21,36,120,80,55,40,23,10,5,0,181,188,0,192,10,45,96,5,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,4,2,4,4,4,0,7,14,0,11,0,5,4,0,1
,1581,0,792,264,296,258,266,226,180,65,26,0,829,747,5,326,49,176,242,99,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,91,81,110,121,135,116,94,0,384,408,0,239,55,278,169,35,16
01/09/2022,2061,24,175,399,431,390,286,231,158,100,65,1,1089,967,5,458,117,324,592,173,397,0,1,0,0,1,5,7,10,0,11,13,0,9,0,10,5,0,0,8,15,8,10,29,38,32,35,0,89,86,0,35,5,82,39,10,4
10/06/2022,360,0,19,74,50,55,42,41,53,25,20,0,200,159,1,91,13,128,83,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,1,3,7,0,12,7,0,3,1,10,5,0,0
11/23/2020,2374,19,127,274,542,492,360,351,201,99,55,0,1258,1112,4,965,73,452,506,101,277,0,0,1,1,2,2,5,8,0,11,8,0,8,0,7,4,0,0,3,7,7,13,18,30,19,30,0,64,63,0,36,5,56,22,4,4
07/14/2020,324,3,22,46,83,69,48,38,23,15,2,0,184,138,2,142,5,77,71,8,21,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,0,0,2,3,2,4,6,5,0,0,14,8,0,11,0,9,2,0,0
01/27/2023,398,0,27,105,48,59,51,52,42,30,11,0,235,163,0,143,15,121,80,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,6,7,4,0,16,11,0,9,1,7,7,3,0
08/18/2020,411,1,25,50,130,79,59,46,22,21,4,0,211,199,1,194,10,67,104,9,27,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,7,3,0,3,4,2,0,12,13,0,12,0,9,3,1,0
03/22/2021,547,1,30,58,166,114,82,77,33,13,4,0,273,273,1,139,30,130,189,15,44,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,6,4,3,6,2,4,0,14,16,0,6,1,15,7,1,0
03/06/2022,81,4,10,7,24,12,12,6,7,7,6,0,44,37,0,11,2,21,31,2,14,0,0,0,0,1,0,1,2,0,2,2,0,0,0,3,1,0,0,0,0,2,2,1,1,3,1,0,6,4,0,2,0,4,4,0,0
12/26/2022,445,2,43,44,60,67,72,57,60,43,42,0,250,194,1,104,23,134,120,20,44,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,2,1,3,3,4,5,10,15,0,19,24,0,12,0,20,11,0,0
05/26/2022,1227,1,35,245,270,255,147,146,83,50,31,0,679,541,7,275,88,258,333,70,203,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,4,2,4,4,6,8,6,0,17,18,0,6,2,16,8,3,0
11/23/2022,515,0,30,63,80,103,56,62,73,50,28,0,266,248,1,112,30,142,137,24,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,2,6,7,6,0,12,18,0,7,2,17,3,1,0
06/09/2021,64,5,8,11,14,7,12,10,4,3,3,0,33,30,1,17,2,23,15,2,5,0,0,0,0,2,1,0,2,0,3,2,0,0,0,4,1,0,0,0,1,1,1,3,1,0,1,0,3,5,0,4,0,2,2,0,0
07/08/2021,76,0,5,13,30,16,5,6,3,3,0,0,43,33,0,17,1,22,21,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,3,2,0,1,0,4,0,0,0
05/22/2021,130,5,37,27,37,15,13,19,10,8,1,0,68,62,0,35,1,55,22,6,11,0,0,1,0,0,2,2,0,0,3,2,0,2,1,2,0,0,0,1,4,5,10,7,5,4,1,0,20,17,0,7,0,21,7,1,1
06/15/2020,235,20,31,36,57,42,34,30,25,9,2,0,132,101,2,109,5,58,25,10,28,0,0,0,1,1,2,5,11,0,9,11,0,5,2,4,8,0,1,4,6,3,2,5,8,0,3,0,21,10,0,12,1,11,6,0,1
12/15/2021,3590,10,91,628,1193,872,423,253,128,62,31,0,1960,1621,9,503,127,992,1070,235,663,0,0,0,1,1,1,3,4,0,6,4,0,2,0,2,6,0,0,3,9,12,8,16,19,12,12,0,43,48,0,13,2,46,25,5,0
11/12/2020,2927,18,112,329,741,571,495,383,255,114,39,0,1495,1424,8,1130,67,493,731,131,375,0,0,0,0,2,6,3,7,0,10,8,0,5,1,6,6,0,0,4,5,8,11,18,32,21,13,0,63,49,0,29,4,39,27,8,5
07/22/2021,224,1,13,37,65,53,21,24,12,10,2,0,120,103,1,47,2,69,75,4,27,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,3,1,3,2,0,0,6,7,0,3,0,6,4,0,0
07/31/2021,268,5,29,34,73,62,39,22,19,11,8,0,142,125,1,61,11,76,79,11,30,0,1,1,0,1,0,1,1,0,2,3,0,1,0,4,0,0,0,1,4,5,7,3,5,2,2,0,15,14,0,5,1,17,5,0,1
02/20/2023,337,1,25,41,47,42,43,54,44,40,26,0,192,144,1,78,11,105,88,17,38,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,5,6,9,0,19,6,0,5,1,11,7,0,1
07/05/2021,58,2,7,11,15,14,7,5,3,2,1,0,26,31,1,16,1,16,14,4,7,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,2,1,1,0,1,1,1,0,0,3,4,0,2,0,3,1,0,1
10/23/2021,221,2,19,37,40,57,24,27,21,7,8,0,110,111,0,42,7,59,82,15,16,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3,4,4,3,3,0,9,10,0,4,0,6,7,1,1
12/01/2021,1215,6,59,291,294,222,172,97,73,43,23,0,654,554,7,216,36,282,333,142,206,0,0,1,0,1,3,1,0,0,2,4,0,0,0,3,3,0,0,2,7,2,2,11,10,15,10,0,33,26,0,11,0,26,17,4,1
03/13/2021,257,2,16,28,66,62,42,32,20,4,3,0,130,127,0,68,3,54,98,17,17,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,1,1,1,3,4,5,1,0,9,7,0,3,0,9,3,1,0
04/20/2022,708,0,12,96,188,172,100,74,36,26,16,0,415,290,3,109,64,95,285,39,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4,0,7,5,0,0,1,5,5,0,1
02/21/2022,240,10,18,40,55,47,32,20,31,9,6,0,147,93,0,34,13,37,82,10,64,0,0,0,2,0,1,1,6,0,4,6,0,2,0,2,6,0,0,0,2,2,3,4,2,2,3,0,10,8,0,2,1,10,5,0,0
08/01/2021,215,3,18,26,54,51,28,25,22,7,2,0,108,106,1,53,7,55,71,9,20,0,2,0,1,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,1,3,4,3,6,0,1,0,7,11,0,4,0,8,3,1,2
03/09/2023,315,0,25,66,37,37,41,46,40,28,20,0,176,138,1,90,13,99,70,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,5,4,4,3,0,8,17,0,9,2,8,3,2,1
